2021-09-13 16:03:32.890 +03:00 [INF] Worker started at: 13.09.2021 16:03:32
2021-09-13 16:05:32.582 +03:00 [INF] Worker started at: 13.09.2021 16:05:32
2021-09-13 16:07:41.147 +03:00 [INF] Worker started at: 13.09.2021 16:07:41
2021-09-13 16:18:39.362 +03:00 [INF] Worker started at: 13.09.2021 16:18:39
2021-09-13 16:28:48.268 +03:00 [INF] Worker started at: 13.09.2021 16:28:48
2021-09-13 16:29:53.579 +03:00 [INF] Worker started at: 13.09.2021 16:29:53
2021-09-13 16:32:25.312 +03:00 [INF] Worker started at: 13.09.2021 16:32:25
2021-09-13 16:37:57.694 +03:00 [INF] Worker started at: 13.09.2021 16:37:57
2021-09-13 16:38:32.093 +03:00 [INF] Worker started at: 13.09.2021 16:38:32
2021-09-13 16:44:54.414 +03:00 [INF] Worker started at: 13.09.2021 16:44:54
2021-09-13 16:45:53.629 +03:00 [INF] Worker started at: 13.09.2021 16:45:53
2021-09-13 16:46:16.907 +03:00 [INF] Worker started at: 13.09.2021 16:46:16
2021-09-13 16:51:44.430 +03:00 [INF] Worker started at: 13.09.2021 16:51:44
2021-09-13 16:52:25.606 +03:00 [INF] Worker started at: 13.09.2021 16:52:25
2021-09-13 16:52:35.241 +03:00 [INF] Worker stopped at: 13.09.2021 16:52:35
2021-09-13 16:53:05.594 +03:00 [INF] Worker started at: 13.09.2021 16:53:05
2021-09-13 16:56:15.664 +03:00 [INF] Worker started at: 13.09.2021 16:56:15
2021-09-13 18:24:13.197 +03:00 [INF] Worker started at: 13.09.2021 18:24:13
2021-09-13 18:25:38.839 +03:00 [INF] Worker started at: 13.09.2021 18:25:38
2021-09-13 18:28:11.681 +03:00 [INF] Worker started at: 13.09.2021 18:28:11
2021-09-13 18:29:12.510 +03:00 [INF] Vip status was given to Lead: Id[3], FirstName[Peter], LastName[Ilyin], Patronymic[Stanislavovich], Email:[PeterIlyingoeegi76071@yopmail.info]
2021-09-13 18:29:17.341 +03:00 [INF] Vip status was taken from Lead: Id[7], FirstName[Anna], LastName[Vavilova], Patronymic[Timofeyevna], Email:[AnnaVavilovfzqhns53610@trbvm.co]
2021-09-13 18:29:20.429 +03:00 [INF] Vip status was taken from Lead: Id[8], FirstName[Vera], LastName[Fadeyeva], Patronymic[Nikolayevna], Email:[VeraFadeyevghislb61059@yandex.fr]
2021-09-13 18:29:22.323 +03:00 [INF] Vip status was given to Lead: Id[10], FirstName[Margarita], LastName[Gogoleva], Patronymic[Maratovna], Email:[MargaritaGogolevmnnpjx35377@mail.net]
2021-09-13 18:29:26.792 +03:00 [INF] Vip status was given to Lead: Id[18], FirstName[Rosa], LastName[Pavlova], Patronymic[Rodionovna], Email:[RosaPavlovftjgkr74554@courriel.dj]
2021-09-13 18:29:27.512 +03:00 [INF] Vip status was given to Lead: Id[22], FirstName[Kristina], LastName[Pavlova], Patronymic[Maksimovna], Email:[KristinaPavlovjepmdk21119@spam4.net]
2021-09-13 18:29:38.646 +03:00 [INF] Vip status was taken from Lead: Id[35], FirstName[Evgeniy], LastName[Pavlov], Patronymic[Rodionovich], Email:[EvgeniyPavlovyklvpo56152@spamgourmet.az]
2021-09-13 18:29:46.497 +03:00 [INF] Vip status was taken from Lead: Id[42], FirstName[Vadim], LastName[Kuzmin], Patronymic[Karpovich], Email:[VadimKuzminzythxz36879@gmail.dj]
2021-09-13 18:29:47.479 +03:00 [INF] Vip status was given to Lead: Id[44], FirstName[Sergey], LastName[Harlamov], Patronymic[Fedorovich], Email:[SergeyHarlamovlxtapm16306@spam4.de]
2021-09-13 18:29:48.218 +03:00 [INF] Vip status was taken from Lead: Id[45], FirstName[Aleksandra], LastName[Tkachuka], Patronymic[Viktorovna], Email:[AleksandraTkachukrqqfgy10223@yandex.nf]
2021-09-13 18:29:49.009 +03:00 [INF] Vip status was given to Lead: Id[48], FirstName[Polina], LastName[Zharova], Patronymic[Vasilyevna], Email:[PolinaZharovcwknly64406@spam4.uk]
2021-09-13 18:29:49.934 +03:00 [INF] Vip status was given to Lead: Id[51], FirstName[Brown], LastName[Smirnov], Patronymic[Sergeyevich], Email:[BrownSmirnovryjddm70169@rambler.co]
2021-09-13 18:29:52.755 +03:00 [INF] Vip status was taken from Lead: Id[53], FirstName[Alissa], LastName[Zharova], Patronymic[Anatolyevna], Email:[AlissaZharovtpuioo69986@courriel.fr]
2021-09-13 18:29:53.481 +03:00 [INF] Vip status was given to Lead: Id[54], FirstName[Valentin], LastName[Zorin], Patronymic[Ivanovich], Email:[ValentinZorinmpuksk69727@yahoo.cx]
2021-09-13 18:29:54.399 +03:00 [INF] Vip status was given to Lead: Id[57], FirstName[Ekaterina], LastName[Agunina], Patronymic[Petrovna], Email:[EkaterinaAgunintgkibr6880@unmail.az]
2021-09-13 18:29:55.467 +03:00 [INF] Vip status was given to Lead: Id[58], FirstName[Maria], LastName[Golubeva], Patronymic[Mironovna], Email:[MariaGolubevunlicq83514@mail.ru]
